CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
16-01-9544-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE DE INFANTES,3A. CALLE 7-07 ZONA 3,['33836377'],PATRICIO NAJARRO ASENCIO,NANCY JOHANA HENGSTENBERG DELGADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-01-9851-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,12AV. 2-12 ZONA 1,['79521765'],PATRICIO NAJARRO ASENCIO,HECTOR VIDAL BOL CU,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-01-9897-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO VERAPAZ,KM.209.5 ENTRADA A COBAN,['77367402'],PATRICIO NAJARRO ASENCIO,JORGE EDY GUTIERREZ PONCE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-01-9958-46,16-031,ALTA VERAPAZ,COBAN,LICEO DR RICARDO BRESSANI,1A. AVENIDA 5-52 ZONA 2,['79521920'],PATRICIO NAJARRO ASENCIO,BELSY CLARIBEL SANTISTEBAN ARCHILA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,ALTA VERAPAZ
16-02-0013-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,['57767683'],JORGE EDUARDO PAQUE LAZARO,ERIK ROBERTO CU POP,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-02-0020-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67 ZONA 2, BARRIO SANTO TOMAS",['50161328'],JORGE EDUARDO PAQUE LAZARO,AUGUSTO ALEXANDER RAX RODRIGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-02-0055-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,"CALLE 3 DE MAYO 2-67, BARRIO SANTO TOMAS",['42035694'],JORGE EDUARDO PAQUE LAZARO,AUGUSTO ALEXANDER RAX RODRIGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0036-46,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CHIYUC,,LEONARDO OXOM CHEN,EDY ROLANDO JOM COY,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-0047-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA, SAN CRISTÓBAL VERAPAZ",['79504134'],EMIILIO RUBEN CAAL GUALIB,OTTO ERIK MORAN CHIQUIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0056-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE ZONA 4, BARRIO SAN FELIPE",['79504929'],EMIILIO RUBEN CAAL GUALIB,RIGOBERTO HIGINIO SURAM JOM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-0077-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,['32386711'],EMIILIO RUBEN CAAL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-0087-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS,CASERÍO PANTOCAN,['55288589'],EMIILIO RUBEN CAAL GUALIB,JOEL DAVID LEM SURAM,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-03-0092-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",['31479184'],EMIILIO RUBEN CAAL GUALIB,JUAN GABRIEL CAL SURAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-0093-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",['79504929'],EMIILIO RUBEN CAAL GUALIB,RIGOBERTO HIGINIO SURAM JOM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0095-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",['33801345'],EMIILIO RUBEN CAAL GUALIB,MARIO RENE CAL SUN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-0097-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLGICAS,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,['77923223'],EMIILIO RUBEN CAAL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0104-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",['79504090'],EMIILIO RUBEN CAAL GUALIB,DELMY DAMARIZ CHOC LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ
16-03-0105-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",['31479184'],EMIILIO RUBEN CAAL GUALIB,JUAN GABRIEL CAL SURAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0106-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR CARLOS ALDANA MENDOZA,"4ª. AVENIDA, ENTRE O Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",['79504090'],EMIILIO RUBEN CAAL GUALIB,JUAN GABRIEL CAL SURAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,ALTA VERAPAZ
16-03-0110-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",['79504337'],EMIILIO RUBEN CAAL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,ALTA VERAPAZ
16-03-0139-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",['79504929'],EMIILIO RUBEN CAAL GUALIB,RIGOBERTO HIGINIO SURAM JOM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0158-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX-,COLONIA PANTOCÁN,['46280307'],MAXIMILIANO CHUB ICAL,SARA FLORIDALMA CU TIUL,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0243-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,"3A. CALLE 0-43 ZONA 3, BARRIO SAN SEBASTIAN",['41705134'],EMIILIO RUBEN CAAL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0245-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR CARLOS ALDANA MENDOZA,"4A. AVENIDA, ENTRE 0 Y 1 CALLE ZONA 4, BARRIO SAN FELIPE",['31479184'],EMIILIO RUBEN CAAL GUALIB,JUAN GABRIEL CAL SURAM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0247-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",['45160622'],EMIILIO RUBEN CAAL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0259-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,"2A. CALLE 4-45 ZONA 4, BARRIO SAN FELIPE",['79504929'],EMIILIO RUBEN CAAL GUALIB,RIGOBERTO HIGINIO SURAM JOM,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-03-0262-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",['33801345'],EMIILIO RUBEN CAAL GUALIB,MARIO RENE CAL SUN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0263-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO LA PUPILA DEL CIELO,"4A. CALLE A 2-17, ENCLAVADO ZONA 2, COLONIA PANÁ",['33801345'],EMIILIO RUBEN CAAL GUALIB,MARIO RENE CAL SUN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-0265-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",['57332422'],EMIILIO RUBEN CAAL GUALIB,OTTO ERIK MORAN CHIQUIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-0266-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX-,CASERÍO CHILLEY,['45552665'],MAXIMILIANO CHUB ICAL,HENRY MANUEL HIDALGO SACBA,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO,ALTA VERAPAZ
16-03-0270-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO DE FORMACIN TCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",['35883366'],EMIILIO RUBEN CAAL GUALIB,MARIA JOSE BEJARANO YAGGI,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-03-0271-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO DE FORMACIN TCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",['35883366'],EMIILIO RUBEN CAAL GUALIB,MARIA JOSE BEJARANO YAGGI,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-0272-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO DE FORMACIN TCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",['35883366'],EMIILIO RUBEN CAAL GUALIB,MARIA JOSE BEJARANO YAGGI,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-0275-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO DE FORMACIN TCNICO-PROFESIONAL NEXUS,"0 AVENIDA 1-71 ZONA 5, SAN CRISTOBAL VERAPAZ",['35883366'],EMIILIO RUBEN CAAL GUALIB,MARIA JOSE BEJARANO YAGGI,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-03-1388-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MESON,8A. AVENIDA 6-00 ZONA 1,"['79504027', '79504028']",EMIILIO RUBEN CAAL GUALIB,LUIS EMILIO SOLARES MARROQUIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-03-1429-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",['79504337'],EMIILIO RUBEN CAAL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-1520-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",['45160662'],EMIILIO RUBEN CAAL GUALIB,MARIA ANGELICA GOMEZ CHAVEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-03-9884-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",['79504134'],EMIILIO RUBEN CAAL GUALIB,CRISTOBAL MORAN MO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-03-9885-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",['79504134'],EMIILIO RUBEN CAAL GUALIB,CRISTOBAL MORAN MO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-04-0046-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",['79539955'],RUBEN DARIO CAAL CU,ROLANDO MACZ BAC,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0050-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,"0 CALLE B OC-150, ZONA 4",['79539043'],RUBEN DARIO CAAL CU,ANA ELIZA PELAEZ PONCE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-04-0062-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON CHIJACORRAL,['47218807'],RUBEN DARIO CAAL CU,DORCAS SOFIA ALVAREZ MARIN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-04-0064-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SEORA DE LA ASUNCIN,"0 CALLE C 4-29 ZONA 4, BARRIO CHAMCHÉ",['79529368'],RUBEN DARIO CAAL CU,MARIA ANGELICA CASTILLO MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-04-0068-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,"1A. AVENIDA 6-73 ZONA 7, CANTÓN CHIJACORRAL",['79529275'],RUBEN DARIO CAAL CU,EVELIN MARISOL DONIS BIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,ALTA VERAPAZ
16-04-0072-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEANZA,"12 AV. A 4-30, ZONA 3, BARRIO ASUNCION",['79539069'],RUBEN DARIO CAAL CU,CLAUDIA XIOMARA FLORES LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-0120-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",['59984909'],RUBEN DARIO CAAL CU,ROLANDO MACZ BAC,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-04-0122-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEANZA,"12A. AVENIDA A 4-30 ZONA 2, BARRIO ASUNCION",['79539069'],RUBEN DARIO CAAL CU,CLAUDIA XIOMARA FLORES LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-04-0124-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,"0 CALLE B OC-150, ZONA 4",['58536938'],RUBEN DARIO CAAL CU,ANA ELIZA PELAEZ PONCE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-04-0128-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",['77565109'],RUBEN DARIO CAAL CU,ROLANDO MACZ BAC,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-04-1235-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PARTICULAR MIXTO BLAISE PASCAL,"4A. CALLE 09-103, ZONA 1",['79539955'],RUBEN DARIO CAAL CU,ROLANDO MACZ BAC,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-04-2308-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,"O CALLE B OC-150, ZONA 4.",['79539043'],RUBEN DARIO CAAL CU,ANA ELIZA PELAEZ PONCE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-04-8321-46,16-009,ALTA VERAPAZ,TACTIC,INSTITUTO AKALTIC,0 CALLE B OC 150 ZONA 4 DE LA VILLA DE TACTIC,['79539043'],RUBEN DARIO CAAL CU,ANA ELIZA PELAEZ PONCE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-04-8322-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEANZA,12 AV. 4-30 ZONA 3,['79539069'],RUBEN DARIO CAAL CU,MAYRA MAGDALENA YAT CHON,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-04-9906-46,16-009,ALTA VERAPAZ,TACTIC,COLEGIO PRIVADO MIXTO LA ENSEANZA,12 AV. A 4-30 ZONA 3,['79539069'],RUBEN DARIO CAAL CU,MAYRA MAGDALENA YAT CHON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,ALTA VERAPAZ
16-05-0017-46,16-010,ALTA VERAPAZ,TAMAHU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,TAMAHU,['58034583'],OLGA MARINA BUC,CARMELINA ICO MORAN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-05-0057-46,16-010,ALTA VERAPAZ,TAMAHU,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX-,"BARRIO EL CENTRO, TAMAHU",['46262436'],OLGA MARINA BUC,LESBIA PATRICIA SILVESTRE LOPEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-05-9091-46,16-010,ALTA VERAPAZ,TAMAHU,INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE,BARRIO CENTRO,['36094074'],OLGA MARINA BUC,NANCY NOHEMI VELASQUEZ MORALES,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-06-0090-46,16-011,ALTA VERAPAZ,SAN MIGUEL TUCURU,INSTITUTO NACIONAL DE EDUCACIN DIVERSIFICADA,BARRIO EL CENTRO,['40232213'],INGRID AMANDA CAMO TOBAR DE CASTRO,OSCAR ROMAN XOC CO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-06-0103-46,16-046,ALTA VERAPAZ,SAN MIGUEL TUCURU,CENTRO DE FORMACIN ACADMICA TECNOLGICA Y OCUPACIONAL JACK MARIE EITING,LOTE NO. 42 CASERÍO NUEVA ESPERANZA,['30647842'],ENRIQUE HORACIO MOLINA MUNOZ,ZAIDA ELISA BOL MACZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-06-0143-46,16-050,ALTA VERAPAZ,SAN MIGUEL TUCURU,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX-,CASERÍO NUEVA ESPERANZA,['50437041'],MAXIMILIANO CHUB ICAL,MIRIAM PATRICIA MAX TOC,OFICIAL,RURAL,ABIERTA,BILINGUE,DOBLE,DIARIO,ALTA VERAPAZ
16-06-2398-46,16-011,ALTA VERAPAZ,SAN MIGUEL TUCURU,INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR,CANTON LA PLAYA,,INGRID AMANDA CAMO TOBAR DE CASTRO,MIGUEL FERNANDO TUT LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-07-0117-46,16-012,ALTA VERAPAZ,PANZOS,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SAN JUAN,['57036563'],MARIA ELENA PALMA MOLINA,HECTOR MAQUIM CAAL,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-07-0181-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO MESOAMERICANO,"BARRIO EL CENTRO, ALDEA TELEMÁN",['48067726'],JOSE LUIS XI CUCUL,ARISTIDES EFREN LOPEZ GOMEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,ALTA VERAPAZ
16-07-0194-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,['40856113'],MARIA ELENA PALMA MOLINA,MARCELINO CAZ MUCU,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,ALTA VERAPAZ
16-07-0195-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO,BARRIO SAN SEBASTIAN,['40856113'],MARIA ELENA PALMA MOLINA,MARCELINO CAZ MUCU,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,ALTA VERAPAZ
16-07-0197-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO VALLE DEL POLOCHIC,"INSTALACIONES QUE OCUPA EL INSTITUTO DE EDUCACIÓN BÁSICA POR COOPERATIVA DE ENSEÑANZA, ALDEA TELEMAN",['30498487'],JOSE LUIS XI CUCUL,JOEL ESTEBAN ZEPEDA CAAL,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-07-0206-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO LICEO POLOCHIC,ALDEA TELEMAN,['53318658'],MARIA ELENA PALMA MOLINA,HECTOR MAQUIM CAAL,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ
16-07-0211-46,16-050,ALTA VERAPAZ,PANZOS,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX-,"BARRIO LA ESCUELA, TELEMAN",['32945952'],MAXIMILIANO CHUB ICAL,AUGUSTO XOL XOL,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ
16-07-0213-46,16-012,ALTA VERAPAZ,PANZOS,COLEGIO PRIVADO LICEO POLOCHIC,ALDEA TELEMAN,['53318658'],MARIA ELENA PALMA MOLINA,HECTOR MAQUIM CAAL,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
16-07-0214-46,16-036,ALTA VERAPAZ,PANZOS,COLEGIO MIXTO VALLE DEL POLOCHIC,"INSTALACIONES DEL INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA, ALDEA TELEMAN",['30498487'],JOSE LUIS XI CUCUL,JOEL ESTEBAN ZEPEDA CAAL,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,ALTA VERAPAZ
